dod_final.panel,dod_final.unit_num,dod_final.stub_label,dod_final.year,dod_final.age,dod_final.estimate,dod_final.gender,dod_final.cause_of_death,dod_final.age_code
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2003,All ages,2.9,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2004,All ages,2.9,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2005,All ages,3.0,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2006,All ages,3.4,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2007,All ages,3.1,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2008,All ages,3.2,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2009,All ages,3.5,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2010,All ages,3.6,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2011,All ages,4.0,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2012,All ages,4.0,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2013,All ages,4.1,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2014,All ages,4.1,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2015,All ages,4.4,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2016,All ages,5.0,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2017,All ages,5.1,Female,All,0
All drug overdose deaths,1,Female: Hispanic or Latino: All races,2018,All ages,5.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,1999,All ages,4.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2000,All ages,4.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2001,All ages,5.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2002,All ages,6.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2003,All ages,7.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2004,All ages,8.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2005,All ages,8.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2006,All ages,10.0,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2007,All ages,11.0,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2008,All ages,11.4,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2009,All ages,11.6,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2010,All ages,12.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2011,All ages,13.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2012,All ages,13.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2013,All ages,13.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2014,All ages,14.6,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2015,All ages,15.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2016,All ages,17.7,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2017,All ages,19.1,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: White,2018,All ages,17.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,1999,All ages,4.0,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2000,All ages,4.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2001,All ages,4.4,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2002,All ages,5.1,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2003,All ages,5.4,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2004,All ages,5.6,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2005,All ages,6.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2006,All ages,6.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2007,All ages,6.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2008,All ages,5.6,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2009,All ages,5.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2010,All ages,5.9,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2011,All ages,6.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2012,All ages,6.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2013,All ages,6.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2014,All ages,7.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2015,All ages,7.7,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2016,All ages,10.4,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2017,All ages,11.7,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Black,2018,All ages,11.6,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,1999,All ages,5.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages,4.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2001,All ages,6.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2002,All ages,7.1,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2003,All ages,9.4,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2004,All ages,10.4,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2005,All ages,11.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages,10.6,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2007,All ages,13.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2008,All ages,12.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2009,All ages,14.0,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages,14.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2011,All ages,15.9,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2012,All ages,17.6,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2013,All ages,17.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2014,All ages,16.9,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2015,All ages,16.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2016,All ages,20.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2017,All ages,20.1,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2018,All ages,20.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,1999,All ages,1.0,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2000,All ages,0.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages,0.8,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2002,All ages,1.0,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2003,All ages,1.2,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2004,All ages,1.1,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2005,All ages,1.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2006,All ages,1.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2007,All ages,1.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2008,All ages,1.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2009,All ages,1.3,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2010,All ages,1.4,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2011,All ages,1.6,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2012,All ages,1.4,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2013,All ages,1.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2014,All ages,1.6,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2015,All ages,1.5,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2016,All ages,1.7,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2017,All ages,1.9,Female,All,0
All drug overdose deaths,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2018,All ages,2.1,Female,All,0
All drug overdose deaths,2,All persons,1999,All ages,6.0,All,All,0
All drug overdose deaths,2,All persons,2000,All ages,6.2,All,All,0
All drug overdose deaths,2,All persons,2001,All ages,6.8,All,All,0
All drug overdose deaths,2,All persons,2002,All ages,8.2,All,All,0
All drug overdose deaths,2,All persons,2003,All ages,8.9,All,All,0
All drug overdose deaths,2,All persons,2004,All ages,9.4,All,All,0
All drug overdose deaths,2,All persons,2005,All ages,10.1,All,All,0
All drug overdose deaths,2,All persons,2007,All ages,12.0,All,All,0
All drug overdose deaths,2,All persons,2008,All ages,12.0,All,All,0
All drug overdose deaths,2,All persons,2009,All ages,12.1,All,All,0
All drug overdose deaths,2,All persons,2010,All ages,12.4,All,All,0
All drug overdose deaths,2,All persons,2011,All ages,13.3,All,All,0
All drug overdose deaths,2,All persons,2012,All ages,13.2,All,All,0
All drug overdose deaths,2,All persons,2013,All ages,13.9,All,All,0
All drug overdose deaths,2,All persons,2014,All ages,14.8,All,All,0
All drug overdose deaths,2,All persons,2015,All ages,16.3,All,All,0
All drug overdose deaths,2,All persons,2016,All ages,19.7,All,All,0
All drug overdose deaths,2,All persons,2017,All ages,21.6,All,All,0
All drug overdose deaths,2,Under 15 years,1999,Under 15 years,0.1,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2000,Under 15 years,0.1,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2001,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2002,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2003,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2004,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2005,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2006,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2007,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2008,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2009,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2010,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2011,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2012,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2013,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2014,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2015,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2016,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,Under 15 years,2017,Under 15 years,0.2,Unknown,All,1
All drug overdose deaths,2,15-24 years,1999,15-24 years,3.2,Unknown,All,2
All drug overdose deaths,2,15-24 years,2000,15-24 years,3.7,Unknown,All,2
All drug overdose deaths,2,15-24 years,2001,15-24 years,4.2,Unknown,All,2
All drug overdose deaths,2,15-24 years,2002,15-24 years,5.1,Unknown,All,2
All drug overdose deaths,2,15-24 years,2003,15-24 years,6.0,Unknown,All,2
All drug overdose deaths,2,15-24 years,2004,15-24 years,6.6,Unknown,All,2
All drug overdose deaths,2,15-24 years,2005,15-24 years,6.9,Unknown,All,2
All drug overdose deaths,2,15-24 years,2006,15-24 years,8.1,Unknown,All,2
All drug overdose deaths,2,15-24 years,2007,15-24 years,8.2,Unknown,All,2
All drug overdose deaths,2,15-24 years,2008,15-24 years,8.0,Unknown,All,2
All drug overdose deaths,2,15-24 years,2009,15-24 years,7.7,Unknown,All,2
All drug overdose deaths,2,15-24 years,2010,15-24 years,8.2,Unknown,All,2
All drug overdose deaths,2,15-24 years,2011,15-24 years,8.6,Unknown,All,2
All drug overdose deaths,2,15-24 years,2012,15-24 years,8.0,Unknown,All,2
All drug overdose deaths,2,15-24 years,2013,15-24 years,8.3,Unknown,All,2
All drug overdose deaths,2,15-24 years,2014,15-24 years,8.6,Unknown,All,2
All drug overdose deaths,2,15-24 years,2015,15-24 years,9.7,Unknown,All,2
All drug overdose deaths,2,15-24 years,2016,15-24 years,12.4,Unknown,All,2
All drug overdose deaths,2,15-24 years,2017,15-24 years,12.6,Unknown,All,2
All drug overdose deaths,2,25-34 years,1999,25-34 years,8.1,Unknown,All,3
All drug overdose deaths,2,25-34 years,2000,25-34 years,7.9,Unknown,All,3
All drug overdose deaths,2,25-34 years,2001,25-34 years,8.6,Unknown,All,3
All drug overdose deaths,2,25-34 years,2002,25-34 years,10.5,Unknown,All,3
All drug overdose deaths,2,25-34 years,2003,25-34 years,11.4,Unknown,All,3
All drug overdose deaths,2,25-34 years,2004,25-34 years,11.9,Unknown,All,3
All drug overdose deaths,2,25-34 years,2005,25-34 years,13.6,Unknown,All,3
All drug overdose deaths,2,25-34 years,2006,25-34 years,16.1,Unknown,All,3
All drug overdose deaths,2,25-34 years,2007,25-34 years,16.8,Unknown,All,3
All drug overdose deaths,2,25-34 years,2008,25-34 years,16.8,Unknown,All,3
All drug overdose deaths,2,25-34 years,2009,25-34 years,17.2,Unknown,All,3
All drug overdose deaths,2,25-34 years,2010,25-34 years,18.4,Unknown,All,3
All drug overdose deaths,2,25-34 years,2011,25-34 years,20.2,Unknown,All,3
All drug overdose deaths,2,25-34 years,2012,25-34 years,20.1,Unknown,All,3
All drug overdose deaths,2,25-34 years,2013,25-34 years,20.9,Unknown,All,3
All drug overdose deaths,2,25-34 years,2014,25-34 years,23.1,Unknown,All,3
All drug overdose deaths,2,25-34 years,2015,25-34 years,26.9,Unknown,All,3
All drug overdose deaths,2,25-34 years,2016,25-34 years,34.6,Unknown,All,3
All drug overdose deaths,2,25-34 years,2017,25-34 years,38.4,Unknown,All,3
All drug overdose deaths,2,35-44 years,1999,35-44 years,14.0,Unknown,All,4
All drug overdose deaths,2,35-44 years,2000,35-44 years,14.3,Unknown,All,4
All drug overdose deaths,2,35-44 years,2001,35-44 years,15.5,Unknown,All,4
